index,name,Tc
1353,B2.32Nb1,9.8
1354,Pd2Y0.85Dy0.15Sn1,2.8
1355,B12Yb0.01Zr0.99,4.4
1356,In0.78Tl0.22,3.18
1357,Lu0.9Tb0.1Ru1B2,4.76
1358,V0.26Zr0.74,5.9
1359,La1.925Ca0.075Cu1O4,9.2
1360,Tc0.3W0.7,5.75
1361,Ce0.025Th0.975,0.58
1362,La1Sn2,3.6
1363,Os0.075W0.925,0.9
1364,Fe0.98Ni0.02Se0.3Te0.7,2.1
1365,Sn0.65Tl0.35,7.1
1366,Sr1Pd1.8Ag0.2Ge2,2.52
1367,Ta0.7V0.3,3.0
1368,Cu0.08Ti1Se2,4.14
1369,Ag7F1O8,0.3
1370,Mg1.2C1.6Ni3,7.3
1371,La1Ir2Ge2,1.5
1372,Ba0.82K0.18Fe1.654Co0.346As2,11.0
1373,Cu0.08Ti2Se2,3.95
1374,Si0.108Zr0.892,3.54
1375,Mo5.5Ru0.5Se8,5.43
1376,Nb3Rh0.7Pt0.3,5.1
1377,Nb50Zr25Hf25,10.1
1378,Ge0.21V0.79,6.4
1379,La1Pt1.5Au0.5B2C1,10.65
1380,Na0.4H3.6Sb1.16S5.16Ta2O1.8,3.5
1381,La1Ir1Si3,1.473333333
1382,Ba1Cu0.2Si1.8,3.02
1383,Cd0.03In0.97,3.2755
1384,La0.35Ce0.65Ru2,1.647
1385,Ce0.03La0.97,1.21
1386,La0.6Th0.4Ni1C2,7.7
1387,Bi1K1,3.6
1388,Re0.9467Os0.0533,1.934
1389,Ni22Zr78,3.47
1390,La1.85Sr0.15Cu0.985Fe0.015O4,5.2
1391,La1.82Sr0.18Cu0.97Co0.03O4,3.0
1392,Pr0.179Th0.821,0.75
1393,Ir0.43Ru0.57,0.18
1394,Ir0.89Ru0.11,0.105
1395,Ba6Ca2Si46,5.2
1396,Ag0.82Sn0.18,0.066
1397,La1Fe1As0.8P0.2O1,3.103333333
1398,Mg1Pt1Si1,2.5
1399,Pd1.5Te2,2.21
1400,La3Ru4Ge13,3.9
1401,La1Ru2.97Fe0.03Si2,6.22
1402,Ho0.9La0.1Ni2B2C1,2.25
1403,La1Fe1P1F0.05O0.95,7.21
1404,Zr1V1.85Fe0.15,6.41
1405,Hg1Pb2.1,5.85
1406,La0.8Th0.2,5.15
1407,In0.1Pb0.9,6.8
1408,Fe0.25Ni0.75U6,3.0
1409,Nb0.8Ga0.15Ni0.05,9.4
1410,U0.99Y0.01Pd2Al3,1.11
1411,Al0.029Ti0.971,0.65
1412,Mg1.2C1.52B0.08Ni3,6.9
1413,V75Ge20Sb5,5.86
1414,Ca0.31Sr0.7Ti1O3,0.1
1415,Fe1Se0.91S0.09,10.1
1416,Lu0.1Dy0.9Ni2B2C1,2.485
1417,C1Nb0.6W0.4,12.5
1418,Ce1Co1In4.9Sn0.1,1.02
1419,Th0.9988U0.0012,0.55
1420,Ce1Ir1In4.996Sn0.004,1.043
1421,Ba1Fe1.92Co0.08As2,7.833333333
1422,Lu1Os3B2,4.655
1423,Ge1V3H0.033,5.83
1424,Dy0.01La0.99,3.77
1425,Cr0.011Ti0.967V0.022,3.6
1426,La0.9Sr0.1Ni1As1O1,3.7
1427,Tb1Os1.5Sn2.6,1.4
1428,Nb40.6Zr19.9Ta39.5,9.9
1429,Nb25Ti70Zr5,7.5
1430,Cu0.85Ge0.15,0.084
1431,Cs0.23W1O3,6.0
1432,Mg2Nb1,5.6
1433,Ce1Ir1In4.986Sn0.014,0.8
1434,Pt0.42Y0.58,0.76
1435,Tm5Rh2.4Co3.6Sn18,1.27
1436,Li2Pd2.94Ni0.06B1,7.7
1437,C0.017N0.632Ta1,11.84
1438,Co0.15Ti0.85,3.8
1439,Lu1.86Sc0.14Fe3Si5,3.51
1440,Ce0.02Th0.98,0.7
1441,U1Pd2Al2.97Ga0.03,1.64
1442,V3Si0.4Sn0.6,9.8
1443,Ga0.05V2Al20,1.53
1444,Nb13.75Ta41.25Rh45,3.56
1445,Cr0.099V0.901,3.3
1446,Ce1Rh0.55Ir0.45In5,0.94
1447,Ce0.98Yb0.02Co1In5,1.89
1448,Sn0.985Te1,0.0466
1449,Ag5Pb2O6,0.0502
1450,La1Fe1P1O1,5.458571429
1451,Y1Ba2Cu2.6Co0.4O7.03,11.3
1452,Mo0.84Ti0.16C1,12.8
1453,P3Pd7,0.85
1454,K1Fe1.932Co0.068As2,1.845
1455,Hg1,4.1366
1456,Ir0.33V2.67,1.39
1457,Ir0.7Ru0.1Rh0.2,0.05
1458,Nb0.04Zr0.96,4.9
1459,Pr1Pt4Ge9Sb3,1.4
1460,Rh1Sn2,0.6
1461,Ba8Ge42Co4,7.0
1462,La2.9394Ce0.0606In1,5.72
1463,Ca1Al0.8Ga0.2Si1,5.6
1464,Y2I1.4Br0.6C2,10.5
1465,Y0.85Gd0.15Ni2B2C1,9.95
1466,Dy1Ba2Cu2.7Fe0.3O6.96,10.0
1467,Te1,3.94125
1468,Ir2La1,0.24
1469,Ga3Sc1,2.1
1470,Sn3Th1,3.33
1471,V0.749Sb0.157Al0.094,5.1
1472,Na2.9Ba4.5Si46,3.5
1473,Bi2F0.2S2O0.8,3.0
1474,Co0.28Y0.72,0.34
1475,Tm1Ni1.92Fe0.08B2C1,7.39
1476,Ba1Fe2As0.74P1.26,7.73
1477,Na1Pb3,5.62
1478,Ce0.8Yb0.2Co1In5,0.92
1479,Cu1Te2,1.3
1480,Ba1Pb0.83Bi0.17O3,7.6
1481,Ba1Ti2Sb1.7Sn0.3O1,2.2
1482,Ca10Pt3.97Fe9.03As18,10.75
1483,Cu1Mo6Se8,5.9
1484,Lu1.94Dy0.06Fe3Si5,4.52
1485,Zr0.87Hf0.13V2,9.45
1486,Mg1C1Ni2.8Co0.2,7.2
1487,Al1Ce0.017La3,0.77
1488,La1Ni1As1F0.06O0.94,3.64
1489,Nb0.36Ti0.64,9.05
1490,Cs1Pb1Bi3Te6,2.7
1491,Hf0.834W0.166,2.79
1492,Nb3Rh0.1Au0.9,10.8
1493,La0.7Ti0.3Bi1S2O1,2.22
1494,Si2Th1,2.862
1495,Tc0.44Th0.56,5.3
1496,Y0.65Dy0.35Ni2B2C1,10.6
1497,Hf1V2D0.25,8.24
1498,Al0.999Mn0.001,0.596
1499,Hf0.915Mo0.085,2.13
1500,Y0.78Gd0.22Ni2B2C1,7.02
1501,Cu1Co1.98Ir0.02S4,2.79
1502,Y0.9Ca0.1C2,3.15
1503,In0.6Pb0.4,6.28
1504,Sn0.874Ge0.076In0.05Te1,1.64
1505,V0.6Zr0.4,8.3
1506,Os0.084Re0.916,1.88
1507,La1Ru2.76Co0.24Si2,6.04
1508,Lu0.65Er0.35Ru1B2,6.94
1509,Sm0.25Fe0.75Se0.85,9.2
1510,Nb0.55Ti0.45,9.4
1511,Mg0.9Zn0.1C0.98Ni3,4.5
1512,Pd0.02Rh0.31Zr0.67,9.85
1513,In0.005Tl0.995,2.418
1514,Ba1Ti2Sb2O1,0.964
1515,Be21Ni5,0.72
1516,Cs0.32O3W1,1.12
1517,Bi1.09Ta1Se3.09,1.8
1518,Ir0.94Se2,6.24
1519,Ca1.8Na0.2Cu1Br2O2,11.0
1520,Al1Sb1,2.8
1521,Ge0.1In0.9,6.2
1522,Ho0.2Dy0.8Ni2B2C1,6.215
1523,Tm5Rh3.6Co2.4Sn18,1.57
1524,In0.98Pb0.02,3.45
1525,Be13U0.9755Th0.0245,0.59
1526,B6Y1,5.692857143
1527,Sn0.9Ag0.07Te1,1.73
1528,Ta1Ir1Si1,0.5
1529,Lu2Ir3Si4.98Ge0.02,6.32
1530,Bi2S2F0.1O0.9,3.675
1531,Bi1Ru1,3.273333333
1532,Gd0.02In1La2.98,7.9
1533,Eu0.0153La0.9847,1.58
1534,Y2Cl2C2,2.3
1535,Pb1.12Nb2Se5.12,2.9
1536,Cu1S1Se1,1.625
1537,Tm0.84Lu0.16Fe3Si5,2.44
1538,Rb1Fe2As2,1.983333333
1539,N0.78Nb1,10.5
1540,Pb0.35Tl0.65,3.8
1541,Ni18Zr82,2.98
1542,La1.7Ba0.3Cu0.99Zn0.01O4,5.0
1543,Y2.5Dy2.5Os4Ge10,3.8
1544,Tc0.75V0.25,11.07
1545,Gd1Ba1.65Pr0.35Cu3O6.97,10.0
1546,Ir2Sr1,5.7
1547,Bi1Pt1Te1,1.15
1548,K0.2Fe2S2,1.8
1549,C1Ta0.4Ti0.6,4.8
1550,Y0.5La0.5B6,1.6
1551,Sn0.504Pb0.336In0.16Te1,4.01
1552,K0.05Mo1O1.63,7.25
1553,Ir0.98Re0.02,1.7
1554,Ag0.875Ga0.125,0.019
1555,Sr1Pd1.98Pt0.02Ge2,2.96
1556,Ba1Pb0.75Bi0.253,12.5
1557,Al1Zr3,0.73
1558,Er0.97Tm0.15Rh4B4,8.86
1559,Cu0.081Ti1Se2,4.17
1560,La0.987Tb0.013,1.38
1561,Os0.0275Re0.9725,1.84
1562,Ge0.02Nb0.98,5.2
1563,Os0.81Re0.19,0.73
1564,Sr0.2W1Se2,1.4
1565,Ca1Fe1.7Co0.3As2,10.8
1566,Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9
1567,Sr1Fe1.9Pt0.1As2,1.6
1568,Lu1Ni0.9V0.1B1C1,2.94
1569,Hf1P1.7S0.3,3.71
1570,Ce1Co1In4.86Sn0.14,0.556
1571,La0.6Ce0.4Ru2,0.727
1572,La0.99Sm0.01,4.5
1573,Y2Pd1Si2C1,2.2
1574,Ta0.025Ti0.975,1.3
1575,Y0.45Pr0.55Ba2Cu3O6.98,10.1
1576,Ir1Sn4,0.93
1577,La0.951Lu0.049,4.37
1578,Ba1Pt2Sb2,1.835
1579,La1.85Sr0.15CuNi0.037O4,6.1
1580,Mg0.5Al0.5B2,12.9
1581,Ca1Fe1.6Co0.4As2,2.0
1582,Cr0.026V0.974,3.66
1583,Nb0.67V0.33N0.94,1.86
1584,Ir0.9Re0.1,0.34
1585,Li0.34K1Ca2Nb3O10,5.405
1586,Y0.5Th0.5Ru3B2,1.53
1587,Nb80Ga16Co4,9.85
1588,La1.75Nd0.1Ba0.15Cu1O4,12.0
1589,Ir0.3Mo0.4Re0.3,9.5
1590,Zr1Ru0.95Fe0.05P1,10.3
1591,Ta0.4Mo0.6C1,9.18
1592,La1Os4P12,0.9
1593,Sn0.35Te0.65,1.9
1594,La1Ru3.5Si2,7.6
1595,Ni36.5Zr63.5,2.44
1596,Bi3Ni1,3.935
1597,Dy1.2Mo6S8,1.856666667
1598,Al2Zr1,0.175
1599,La1.8Sr0.2Cu0.9703Zn0.0297O4,9.0
1600,Gd0.51Sm1.34Ce0.15Cu1O4,10.9
1601,K0.45W1O3,0.885
1602,Sr1Pd2Ge2,2.892
1603,Mo16Ru64P20,3.43
1604,Ba0.47K0.53Bi0.985Pr0.015O3,5.2
1605,Mg1C1.6Ni3,6.9
1606,Nb1Re1Si1,5.1
1607,Ag1Te3,2.6
1608,Al1Ge1,5.5
1609,Ba7.76Si46,8.5
1610,Ho1Ir4B4,2.0
1611,Sm1Fe0.825Co0.175As1O1,5.8
1612,Au0.278Ga0.722,1.615
1613,Lu5Ir4Ge10,2.55
1614,Na0.3Pb1Ta2S5,3.7
1615,Nb3P1,2.0
1616,Ca10Bi9.88,2.075
1617,Cu1Rh1.7Sn0.3Se4,1.26
1618,Al3Tl1,0.75
1619,Nb78Ga16Mn6,5.53
1620,Mg1C1Ni2.8Ru0.2,3.48
1621,Mo3Si1,1.402
1622,Lu1Ni0.91Co0.18B2C1,8.8
1623,Al0.05Au0.95,0.0138
1624,Mo8P5,5.8
1625,Ho1Os1.2Sn2.5,1.4
1626,Lu4Co6Sn19,1.5
1627,Y5Rh4Ge10,1.35
1628,Y1Rh2Sn1,4.1
1629,Pd0.985Ni0.015H0.75,1.72
1630,Ru13Zr87,3.57
1631,Ce1Bi1S2F0.6O0.4,3.71
1632,Cu0.14Sn0.86,6.62
1633,Os0.1Zr0.9,5.17
1634,La3Co4Sn13,2.425
1635,Nb0.5Ta0.5,6.09
1636,H0.12Nb0.8Pd0.2,1.52
1637,Lu5Ir4Si9.95Ge0.05,4.1
1638,W1F0.45O2.55,0.38
1639,Bi0.26Tl0.74,4.275
1640,Li1Fe1P1,4.965
1641,Pr0.75Nd0.25Os4Sb12,1.48
1642,Pb0.43Sn0.43In0.16Te1,4.17
1643,Nb0.9W0.1C1,11.6
1644,La1.14Nb1Se3.14,1.32
1645,Th1Rh0.1Si1.9,2.15
1646,C2Re1W1,3.8
1647,Mo1Na0.3S2,4.1
1648,Ge0.2La0.8,5.1
1649,Cr0.125Ru0.875,1.2
1650,Nb0.85Zr0.15,10.8
1651,Sr1Pd1Ge3,1.5
1652,Hf4K1,3.27
1653,Pd2Y0.98Gd0.02Sn1,3.24
1654,Ir0.973Mo0.027,0.133
1655,Fe0.75Ni0.25U6,1.4
1656,Ir0.68Rh0.27Te2,4.02
1657,Tb1Re1B1C1,4.0
1658,Ba1Pt4Ge12,5.17
1659,Nb2Pd0.81S5,6.6
1660,La0.901Pr0.099Tl3,0.55
1661,Nb0.85Rh0.15,3.0
1662,Lu5Ir4Si9.9Ge0.1,4.7
1663,Hf1Re2,5.203333333
1664,Cu60Sn40,2.26
1665,Mg0.31Al0.69B2,11.1
1666,Bi1Ni1,4.25
1667,Lu2Ir3Si5,4.425
1668,In3Mo15Se19,3.32
1669,As1Rh1,0.58
1670,Ag0.815Sn0.185,0.06
1671,Fe1.02Te0.85Se0.15,12.7
1672,Sr1Al1Ge1,6.7
1673,In0.005Pb0.995,7.181
1674,Sr0.58La0.42Bi1S2F1,2.13
1675,Nb2As1C1,2.0
1676,Ag0.45Ge0.55,1.5
1677,La1Ir3B2,1.65
1678,Ce1Co1In4.75Cd0.25,2.13
1679,As1Pd2,1.15
1680,Rh0.17Zr0.83,9.6
1681,Rh1Y3,0.65
1682,Ce0.97La0.03Ru2,6.17
1683,Bi3In5,4.189
1684,Pd1Tl2,1.32
1685,La0.996Gd0.004Al2,1.38
1686,Ce1Bi1S2F0.33O0.67,2.25
1687,K0.18W1O3,3.9
1688,Th3Ir4Sn13,2.6
1689,Re0.976W0.024,3.0
1690,Re0.05Rh0.04Ti0.91,2.3
1691,La1Pt1Si1,3.833333333
1692,Fe0.04Nb0.1Ti0.86,7.4
1693,Pr1Os3.6Ru0.4Sb12,1.6
1694,Nb3Rh0.05Au0.95,11.0
1695,Ir0.125Os0.375Rh0.5,0.46
1696,Ce1Cu1.95Si2.01,0.62
1697,Nb1Rh1P1,4.25
1698,Mo0.72Pt0.28,5.6
1699,N0.93H2.79Na1Rb2C60,8.5
1700,La1.85Ce0.15Cu1O4,9.25
1701,Er0.79Ho0.21Rh4B4,8.22
1702,Re30Zr70,2.69
1703,Nb0.4Ta0.6,5.47
1704,Ir0.7Re0.3,1.7
1705,Fe0.98Co0.02Se0.3Te0.7,10.3
1706,Pb1Mo6S2Se6,4.92
1707,Pd50.745Ru0.255Sb49,1.57
1708,Pb0.696Sn0.464Ti2Se5.16,3.82
1709,Ir0.93Re0.07,0.22
1710,Ce1Bi1S2F0.45O0.55,2.295
1711,Nb2S1C0.85,4.68
1712,Th1Pd2Si2,1.1
1713,Nb2Sn1C1,3.933333333
1714,Nb0.35Hf0.65N1,6.05
1715,Au0.8In0.2,0.28
1716,La0.91Nd0.09Pt1Si1,1.73
1717,Ni17Zr83,3.0
1718,N0.99Ti1,4.38
1719,La1.71Sr0.25Ho0.04Cu1O4,9.95
1720,Na0.1Pb0.9,5.93
1721,La3Rh2Ge2,3.5
1722,Y1Rh1Sb1,2.1
1723,Sr0.15Bi2Se3,3.055
1724,La1Pt4Ge13,7.92
1725,Ca1Fe0.93Co0.07F1,9.1
1726,Al0.61Mg0.39,0.85
1727,As1Pd5,0.46
1728,V0.741Ga0.196Al0.063,12.2
1729,U0.962Th0.038Be13,0.546
1730,Os0.333Ru0.667,0.47
1731,Mg1C1Ni2.98Ru0.02,6.51
1732,Fe1.035Te0.78Se0.22,6.0
1733,Bi0.5Cd0.125Pb0.25Sn0.125,8.2
1734,La0.9973Ce0.0027Rh3B2,0.38
1735,La0.8Y0.2Ni1C2,1.26
1736,Li0.98Mg0.02Ti2O4,11.9
1737,Nb0.6V0.4,4.17
1738,Ce0.01Y0.99,1.6
1739,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2
1740,Ba1Pb0.5Hg0.25Bi0.25O3,2.93
1741,Er1Ni1.9Fe0.1B2C1,2.155
1742,La1.85Sr0.15Cu0.982Al0.018O4,9.1
1743,Pb1.14Nb3Se7.14,4.8
1744,C0.571N0.271Ta1,10.92
1745,Pr0.4La0.6Os4Sb12,1.172
1746,Dy1Rh1.6Ir2.4B4,4.3
1747,La1.901Ba0.099Cu1O4,12.3
1748,V3Ga0.5Sn0.5,5.6
1749,Ge1U7,1.4
1750,Nb0.75Mo0.25C1,12.0
1751,La2.574Pr0.426Tl1,3.92
1752,La1.5Nd0.4Ba0.1Cu1O4,9.95
1753,La1Pt2Si2,1.4325
1754,Nb5V50Ti45,7.4
1755,La2.96Ce0.04In1,7.01
1756,Ba1Pt3.5Au0.5Ge12,5.19
1757,Lu2Fe3Si5,5.492222222
1758,Tc0.65V0.35,4.49
1759,Ir0.85Rh0.1Te2,4.49
1760,In3Ru1,2.68
1761,Fe1Sr2Nd1Cu2O7.54,4.2
1762,U0.9545Th0.0455Be13,0.46
1763,Nb0.85V0.15,6.0
1764,Rb0.16W1O3,4.95
1765,La0.9Pr0.85Sr0.25Cu1O4,10.0
1766,U1.01Pd2Al3,1.88
1767,Ir0.22Ru0.78,0.21
1768,Pd2Y0.75Tm0.25Sn1,3.73
1769,Li1Fe0.98Ni0.02As1,10.58
1770,Nb0.6Ti0.4,9.8
1771,Cu0.064Ti1Se2,3.62
1772,Li0.34Rb1Sr2Nb3O10,6.02
1773,La1.75Sr0.25Cu0.97Ni0.03O4,4.7
1774,Y4Dy1Os4Ge10,6.9
1775,C0.9Nb1,5.0
1776,Ga25Mn4.92V70.08,10.1
1777,Ga1V1.95,5.3
1778,Pd2Hf0.5Y0.5Al1,2.9
1779,Zr25.8V51.3Nb22.9,4.34
1780,Ba0.84K0.16Fe2As2,6.42
1781,Nb0.037Ta0.963,4.51
1782,Nb2.9V0.3Au1,6.5
1783,Mo5P1.1B1.9,9.2
1784,Ir1.5O0.5Y1,2.4
1785,La1Bi1S2F0.6O0.4,9.5
1786,Sn0.84Eu0.3Mo6.35S8,10.6
1787,La1Ru4P12,6.923333333
1788,Re0.25W0.75,4.6
1789,In1V6S8,3.9
1790,Hg2Na1,1.62
1791,Mo0.57Re0.43,12.0
1792,Ni0.1Pd0.9Te2,1.3
1793,K0.5Mo1O3,4.2
1794,Fe0.01La0.001Rh0.99,0.75
1795,B5Nb1.8V0.2,2.5
1796,Lu5Ir2.8Rh1.2Si10,5.66
1797,Ce1Ir1In4.875Cd0.125,0.194
1798,Al1,1.254033333
1799,As1Ni0.25Pd0.75,1.47
1800,La0.9941Tb0.0059Al2,1.996
1801,Ce1Pt2In7,2.1
1802,Au0.374Te0.626,1.3
1803,La0.84Tm0.16Ru3Si2,6.1
1804,Ho0.8Lu0.2Ni2B2C1,8.77
1805,Mo0.9W0.1C1,11.7
1806,Mn0.01Ti0.99,1.2
1807,Mo6Se6Cl2,6.39
1808,Ba1Pd2As2,2.0
1809,Dy1Rh0.56Ir3.44B4,1.29
1810,N5Nb4,8.5
1811,U0.92Gd0.02Pd2Al3,0.64
1812,Pb1Mo6S1Se7,7.13
1813,In0.046Sn0.954,3.655
1814,Zr2Rh1H0.08,11.1
1815,Sm1.88Ce0.12Cu1O4,3.9
1816,La1Bi1S0.8Se1.2F0.5O0.5,3.6
1817,U0.89Mo0.11,1.25
1818,K0.38W1O3,2.09
1819,Ca3Ir4Sn13,6.95
1820,V0.75Si0.025Al0.225,9.8
1821,Ba1Ag0.2Si1.8,3.2
1822,Th1Pd2Ge2,1.1
1823,Lu0.87Gd0.13Ni2B2C1,9.715
1824,Ta0.455Zr0.545,7.7
1825,Sr0.9K0.1Fe2As2,5.11
1826,Rh0.005Zr0.995,3.5
1827,C1Ta1,8.6375
1828,H0.74Nb0.8Pd0.2,4.07
1829,Mo0.816Zr0.034B2,8.14
1830,Lu4Os6Sn19,1.8
1831,La0.93Yb0.07,3.56
1832,Pr1Os0.4Ru3.6Sb12,1.04
1833,Nb0.8Ta0.2,7.62
1834,Y0.85Tb0.15Ni2B2C1,12.54
1835,Pt1Ti3,0.58
1836,Pb1.044Sn0.116Ti2Se5.16,4.19
1837,Gd1Sm1Ni2,4.5
1838,Th0.999U0.001,0.808
1839,Tl1,1.989218182
1840,Ce1Co1In7.65Zn0.35,1.78
1841,Ba1Fe1.772Co0.228As2,11.405
1842,Ge0.3Cu0.7Sr2Ca3Cu4O11.05,7.0
1843,Ce1Ni2B2C1,0.05
1844,Pd0.24Ti0.76,2.0
1845,Lu1Ni1.81Co0.38B2C1,2.9
1846,La0.25Ce0.75Ru2,3.196
1847,In1Sb1Sn1,2.5
1848,Fe1Se0.874Sb0.046,9.2
1849,La0.8Y0.2,2.7
1850,Ga4Mn0.006Mo0.994,7.14
1851,Ce1Co1In4.945Cd0.055,1.92
1852,La1Pb0.75Sn2.25,2.54
1853,Ca3Ir4Ge4,1.7
1854,Mo0.9216Zr0.0384B2,7.51
1855,B2.8Nb1,9.96
1856,Pr0.95Sr0.05Fe1As1O1,4.86
1857,Ag0.81In0.19,0.0074
1858,Dy0.2Tm0.8Ni2B2C1,9.75
1859,C0.848Ta1,2.04
1860,U1Ru2Si2,1.231538462
1861,Lu3Ru4Ge13,2.3
1862,Pb0.9Zn0.1,7.12
1863,Ce1Co1In5,2.037307692
1864,Tb5Os4Si15,3.2
1865,Ho0.95La0.05Ni2B2C1,6.62
1866,Pb3Th1,5.55
1867,Y1.8Th0.2C2.7,12.0
1868,Nb0.5V0.5,4.25
1869,Nb0.42Tc0.58,10.9
1870,Y1Ba2Cu2.9Ni0.1O6.56,4.3
1871,U6Co0.5Ni0.5,1.37
1872,Nd1.85Ce0.15Cu0.975Zn0.025O4,12.0
1873,Gd0.01La0.99,0.61
1874,Bi0.06Sn0.94,4.1
1875,Bi0.85Sb0.15,6.79
1876,Ce1In3,0.13
1877,Al0.046In0.151Sn0.803,4.38
1878,Y2Br1.25Cl0.75C2,4.15
1879,Ga3Zr1,0.69
1880,C1Mo0.85Ta0.15,8.9
1881,Au3Te5,1.62
1882,K2Cr3As3,5.95
1883,Ba0.818Na0.182Fe2As2,6.4
1884,Hf0.87Mo0.13,2.6
1885,Zr27.1V54.1Nb18.8,4.46
1886,Nb0.222U0.778,1.98
1887,Cu4K1S3,1.4
1888,Ca1Cu0.25Si1.55,2.9
1889,Rh0.03Ti0.97,1.62
1890,Dy1Rh0.8Ir3.2B4,1.17
1891,Nb0.5Ti0.3V0.2,7.8
1892,La1Bi1Se2F0.5O0.5,3.296
1893,Na0.05Ta1S2,4.0
1894,Y5Ir4Si10,2.906666667
1895,Pb0.28Sn0.72,7.05
1896,Ho1.2Mo6S8,1.7
1897,Sr1Fe1.85Pt0.15As2,11.7
1898,Ba1Fe1.856Ni0.144As2,6.185
1899,Li0.46Rb1Ca2Nb3O10,3.525
1900,Er0.005La0.995,5.94
1901,Y1Ni1.94Fe0.06B2C1,10.2
1902,Sn0.965Te1,0.168
1903,Nb0.38Re0.62,2.44
1904,Mg1C1Ni2.985Fe0.015,5.96
1905,In0.96Pb0.04,3.68
1906,La0.92Gd0.08Sn3,4.28
1907,Ho1Ni1.98Co0.04B2C1,3.7
1908,Zr1P1.5Se0.5,5.76
1909,Nb78.5Sn2.2Al9.6Ge9.6,12.7
1910,Pb0.985Tl0.015Te1,1.4
1911,Sb1Sn1,1.43
1912,Na2Rb0.25Cs0.75C60,9.4
1913,Al1Ge2,1.75
1914,Ni0.02Ta1S2,3.325
1915,Nd0.8Sm0.2Bi1S2F0.5O0.5,5.11
1916,Ba0.86K0.14Fe1.68Co0.32As2,11.0
1917,Pd2Y0.9Ho0.1Sn1,4.06
1918,Al0.9Li0.1,1.29
1919,W1F0.41O2.59,0.42
1920,Ho0.75Lu0.25Ni2B2C1,8.81
1921,La3Ir2Ge2,4.7
1922,N0.9H2.7Na1Rb2C60,12.1
1923,In3Sn97,3.628
1924,Pd50.8725Fe0.1275Sb49,1.03
1925,Pr2Ba4Cu7O14.5,10.0
1926,Cd0.1Tl0.9,3.5
1927,Nb0.84S0.16,5.6
1928,La0.99Nd0.01Pt1Si1,3.71
1929,Ni0.05Zr1Te3,3.1
1930,Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
1931,Zr0.13Hf0.87V2,9.76
1932,Dy5Os4Si15,3.5
1933,Nd1.85Ce0.15Cu1O4.037,9.1
1934,La1Bi1S1.6Se0.4F0.5O0.5,2.5
1935,Ir0.64Re0.16Rh0.2,0.55
1936,Sr1Sn3Sb4,3.9
1937,N0.6Ti1,1.17
1938,La0.6Hf0.4Bi1S2O1,1.74
1939,Ce1Pt3Si1,0.669222222
1940,Fe1Se0.6S0.4,3.73
1941,La0.9Y0.1Fe1As1F0.1O0.9,7.0
1942,Gd1.2Mo6Se8,5.6
1943,Bi10.1In0.9,5.05
1944,Ce1Pt0.1Ru1.9,4.08
1945,Bi2Y3,2.25
1946,Ca2Nb1O4,8.9
1947,Cu0.81Sb0.19,0.07
1948,Nb5Si2.2B0.8,6.6
1949,La0.76Ce0.24Ru2,1.468
1950,Rb0.9Bi1.1O3,11.0
1951,Dy0.9Tb0.1Ni2B2C1,4.7
1952,Rh0.91Ti0.04Y0.05,1.4
1953,Mo0.5Re0.395,10.6
1954,Re0.6V0.4,2.2
1955,La1Fe1P1F0.08O0.92,7.8
1956,Cu1.2Co1.8S4,2.0
1957,U0.9822Th0.0178Be13,0.519
1958,Ca1Pt3P1,6.6
1959,La3Rh2Sn13,3.0
1960,Hg1Mg3,0.16
1961,La1Pt3P1,1.5
1962,Mo0.02Nb0.98,8.41
1963,Pb0.982Tl0.01In0.008Te1,0.818
1964,Ba0.6K0.4Bi0.6Pb0.4O3,9.2
1965,Al1Au4,0.55
1966,Ba1Fe1.946Mo0.056As2,4.9
1967,Y1Pd2Si2,0.785
1968,Re0.075Ta0.925,2.08
1969,La1Fe0.96Ni0.04As1O1,6.5
1970,Ho0.01La0.99,5.18
1971,Sm0.9Pr0.1Ba2Cu3O6.55,12.2
1972,Nb0.65Pd0.35,1.84
1973,K0.5Nb1S2,1.7
1974,Pb1.2Mo6Se8,4.32
1975,Ga4Mo1,8.593333333
1976,Mg1C1Ni3,6.91125
1977,Pd0.015Ru0.985,0.4
1978,U0.974Th0.026Be13,0.58
1979,Si0.2V0.8,7.51
1980,La1Pt1Ge1,3.4
1981,Lu0.9Er0.1Ru1B2,8.77
1982,La1.85Sr0.15Cu0.976Co0.024O4,4.4
1983,K1Os2O6,9.60375
1984,La1Ni1Bi1O1,5.5
1985,La1Ru2.85Co0.15Si2,6.45
1986,La0.5Nd0.5Pt2.1B2.4C1.2,6.36
1987,Sm1.85Th0.15Cu1O3.98,1.8
1988,Ru0.47V0.53,4.53
1989,Ag1Tl1,2.67
1990,V2.883W0.117Ga1,11.5
1991,Hg0.44Re1O3,7.7
1992,Ti0.576V0.384Ru0.04,5.57
1993,V2.865Fe0.135Ga1,10.1
1994,La1.7Sr0.3Cu1O3.997,10.2
1995,H0.965Pd1,6.45
1996,Pb1Tl0.12,6.88
1997,Sn0.756Ge0.084In0.16Te1,2.32
1998,La1.65Nd0.2Ca1.15Cu2O5.99,5.0
1999,Mg1C1Ni2.99Ru0.01,6.715
2000,Ir0.96Pd0.04,0.069
2001,Y0.6La0.4B6,4.4
2002,Al1Th2,0.045
