,name,Tc
1365,Sn0.985Te1,0.0466
1366,Ag5Pb2O6,0.0502
1367,La1Fe1P1O1,5.458571429
1368,P3Pd7,0.85
1369,K1Fe1.932Co0.068As2,1.845
1370,Hg1,4.1366
1371,Ir0.33V2.67,1.39
1372,Ir0.7Ru0.1Rh0.2,0.05
1373,Nb0.04Zr0.96,4.9
1374,Pr1Pt4Ge9Sb3,1.4
1375,Rh1Sn2,0.6
1376,Ba8Ge42Co4,7.0
1377,La2.9394Ce0.0606In1,5.72
1378,Ca1Al0.8Ga0.2Si1,5.6
1379,Y2I1.4Br0.6C2,10.5
1380,Y0.85Gd0.15Ni2B2C1,9.95
1381,Dy1Ba2Cu2.7Fe0.3O6.96,10.0
1382,Te1,3.94125
1383,Ir2La1,0.24
1384,Ga3Sc1,2.1
1385,Sn3Th1,3.33
1386,V0.749Sb0.157Al0.094,5.1
1387,Na2.9Ba4.5Si46,3.5
1388,Bi2F0.2S2O0.8,3.0
1389,Co0.28Y0.72,0.34
1390,Tm1Ni1.92Fe0.08B2C1,7.39
1391,Ba1Fe2As0.74P1.26,7.73
1392,Na1Pb3,5.62
1393,Ce0.8Yb0.2Co1In5,0.92
1394,Cu1Te2,1.3
1395,Ba1Pb0.83Bi0.17O3,7.6
1396,Ba1Ti2Sb1.7Sn0.3O1,2.2
1397,Ca10Pt3.97Fe9.03As18,10.75
1398,Cu1Mo6Se8,5.9
1399,Lu1.94Dy0.06Fe3Si5,4.52
1400,Zr0.87Hf0.13V2,9.45
1401,Mg1C1Ni2.8Co0.2,7.2
1402,Al1Ce0.017La3,0.77
1403,La1Ni1As1F0.06O0.94,3.64
1404,Nb0.36Ti0.64,9.05
1405,Cs1Pb1Bi3Te6,2.7
1406,Hf0.834W0.166,2.79
1407,Nb3Rh0.1Au0.9,10.8
1408,La0.7Ti0.3Bi1S2O1,2.22
1409,Si2Th1,2.862
1410,Tc0.44Th0.56,5.3
1411,Y0.65Dy0.35Ni2B2C1,10.6
1412,Hf1V2D0.25,8.24
1413,Al0.999Mn0.001,0.596
1414,Hf0.915Mo0.085,2.13
1415,Y0.78Gd0.22Ni2B2C1,7.02
1416,Cu1Co1.98Ir0.02S4,2.79
1417,Y0.9Ca0.1C2,3.15
1418,In0.6Pb0.4,6.28
1419,Sn0.874Ge0.076In0.05Te1,1.64
1420,V0.6Zr0.4,8.3
1421,Os0.084Re0.916,1.88
1422,La1Ru2.76Co0.24Si2,6.04
1423,Lu0.65Er0.35Ru1B2,6.94
1424,Sm0.25Fe0.75Se0.85,9.2
1425,Nb0.55Ti0.45,9.4
1426,Mg0.9Zn0.1C0.98Ni3,4.5
1427,Pd0.02Rh0.31Zr0.67,9.85
1428,In0.005Tl0.995,2.418
1429,Ba1Ti2Sb2O1,0.964
1430,Be21Ni5,0.72
1431,Cs0.32O3W1,1.12
1432,Bi1.09Ta1Se3.09,1.8
1433,Ir0.94Se2,6.24
1434,Al1Sb1,2.8
1435,Ge0.1In0.9,6.2
1436,Ho0.2Dy0.8Ni2B2C1,6.215
1437,Tm5Rh3.6Co2.4Sn18,1.57
1438,In0.98Pb0.02,3.45
1439,Be13U0.9755Th0.0245,0.59
1440,B6Y1,5.692857143
1441,Sn0.9Ag0.07Te1,1.73
1442,Ta1Ir1Si1,0.5
1443,Lu2Ir3Si4.98Ge0.02,6.32
1444,Bi2S2F0.1O0.9,3.675
1445,Bi1Ru1,3.273333333
1446,Gd0.02In1La2.98,7.9
1447,Eu0.0153La0.9847,1.58
1448,Y2Cl2C2,2.3
1449,Pb1.12Nb2Se5.12,2.9
1450,Cu1S1Se1,1.625
1451,Tm0.84Lu0.16Fe3Si5,2.44
1452,Rb1Fe2As2,1.983333333
1453,N0.78Nb1,10.5
1454,Pb0.35Tl0.65,3.8
1455,Ni18Zr82,2.98
1456,La1.7Ba0.3Cu0.99Zn0.01O4,5.0
1457,Y2.5Dy2.5Os4Ge10,3.8
1458,Gd1Ba1.65Pr0.35Cu3O6.97,10.0
1459,Ir2Sr1,5.7
1460,Bi1Pt1Te1,1.15
1461,K0.2Fe2S2,1.8
1462,C1Ta0.4Ti0.6,4.8
1463,Y0.5La0.5B6,1.6
1464,Sn0.504Pb0.336In0.16Te1,4.01
1465,K0.05Mo1O1.63,7.25
1466,Ir0.98Re0.02,1.7
1467,Ag0.875Ga0.125,0.019
1468,Sr1Pd1.98Pt0.02Ge2,2.96
1469,Al1Zr3,0.73
1470,Er0.97Tm0.15Rh4B4,8.86
1471,Cu0.081Ti1Se2,4.17
1472,La0.987Tb0.013,1.38
1473,Os0.0275Re0.9725,1.84
1474,Ge0.02Nb0.98,5.2
1475,Os0.81Re0.19,0.73
1476,Sr0.2W1Se2,1.4
1477,Ca1Fe1.7Co0.3As2,10.8
1478,Sr1Fe1.9Pt0.1As2,1.6
1479,Lu1Ni0.9V0.1B1C1,2.94
1480,Hf1P1.7S0.3,3.71
1481,Ce1Co1In4.86Sn0.14,0.556
1482,La0.6Ce0.4Ru2,0.727
1483,La0.99Sm0.01,4.5
1484,Y2Pd1Si2C1,2.2
1485,Ta0.025Ti0.975,1.3
1486,Y0.45Pr0.55Ba2Cu3O6.98,10.1
1487,Ir1Sn4,0.93
1488,La0.951Lu0.049,4.37
1489,Ba1Pt2Sb2,1.835
1490,La1.85Sr0.15CuNi0.037O4,6.1
1491,Ca1Fe1.6Co0.4As2,2.0
1492,Cr0.026V0.974,3.66
1493,Nb0.67V0.33N0.94,1.86
1494,Ir0.9Re0.1,0.34
1495,Li0.34K1Ca2Nb3O10,5.405
1496,Y0.5Th0.5Ru3B2,1.53
1497,Nb80Ga16Co4,9.85
1498,Ir0.3Mo0.4Re0.3,9.5
1499,Zr1Ru0.95Fe0.05P1,10.3
1500,Ta0.4Mo0.6C1,9.18
1501,La1Os4P12,0.9
1502,Sn0.35Te0.65,1.9
1503,La1Ru3.5Si2,7.6
1504,Ni36.5Zr63.5,2.44
1505,Bi3Ni1,3.935
1506,Dy1.2Mo6S8,1.856666667
1507,Al2Zr1,0.175
1508,La1.8Sr0.2Cu0.9703Zn0.0297O4,9.0
1509,Gd0.51Sm1.34Ce0.15Cu1O4,10.9
1510,K0.45W1O3,0.885
1511,Sr1Pd2Ge2,2.892
1512,Mo16Ru64P20,3.43
1513,Ba0.47K0.53Bi0.985Pr0.015O3,5.2
1514,Mg1C1.6Ni3,6.9
1515,Nb1Re1Si1,5.1
1516,Ag1Te3,2.6
1517,Al1Ge1,5.5
1518,Ba7.76Si46,8.5
1519,Ho1Ir4B4,2.0
1520,Sm1Fe0.825Co0.175As1O1,5.8
1521,Au0.278Ga0.722,1.615
1522,Lu5Ir4Ge10,2.55
1523,Na0.3Pb1Ta2S5,3.7
1524,Nb3P1,2.0
1525,Ca10Bi9.88,2.075
1526,Cu1Rh1.7Sn0.3Se4,1.26
1527,Al3Tl1,0.75
1528,Nb78Ga16Mn6,5.53
1529,Mg1C1Ni2.8Ru0.2,3.48
1530,Mo3Si1,1.402
1531,Lu1Ni0.91Co0.18B2C1,8.8
1532,Al0.05Au0.95,0.0138
1533,Mo8P5,5.8
1534,Ho1Os1.2Sn2.5,1.4
1535,Lu4Co6Sn19,1.5
1536,Y5Rh4Ge10,1.35
1537,Y1Rh2Sn1,4.1
1538,Pd0.985Ni0.015H0.75,1.72
1539,Ru13Zr87,3.57
1540,Ce1Bi1S2F0.6O0.4,3.71
1541,Cu0.14Sn0.86,6.62
1542,Os0.1Zr0.9,5.17
1543,La3Co4Sn13,2.425
1544,Nb0.5Ta0.5,6.09
1545,H0.12Nb0.8Pd0.2,1.52
1546,Lu5Ir4Si9.95Ge0.05,4.1
1547,W1F0.45O2.55,0.38
1548,Bi0.26Tl0.74,4.275
1549,Li1Fe1P1,4.965
1550,Pr0.75Nd0.25Os4Sb12,1.48
1551,Pb0.43Sn0.43In0.16Te1,4.17
1552,La1.14Nb1Se3.14,1.32
1553,Th1Rh0.1Si1.9,2.15
1554,C2Re1W1,3.8
1555,Mo1Na0.3S2,4.1
1556,Ge0.2La0.8,5.1
1557,Cr0.125Ru0.875,1.2
1558,Nb0.85Zr0.15,10.8
1559,Sr1Pd1Ge3,1.5
1560,Hf4K1,3.27
1561,Pd2Y0.98Gd0.02Sn1,3.24
1562,Ir0.973Mo0.027,0.133
1563,Fe0.75Ni0.25U6,1.4
1564,Ir0.68Rh0.27Te2,4.02
1565,Tb1Re1B1C1,4.0
1566,Ba1Pt4Ge12,5.17
1567,Nb2Pd0.81S5,6.6
1568,La0.901Pr0.099Tl3,0.55
1569,Nb0.85Rh0.15,3.0
1570,Lu5Ir4Si9.9Ge0.1,4.7
1571,Hf1Re2,5.203333333
1572,Cu60Sn40,2.26
1573,Bi1Ni1,4.25
1574,Lu2Ir3Si5,4.425
1575,In3Mo15Se19,3.32
1576,As1Rh1,0.58
1577,Ag0.815Sn0.185,0.06
1578,Sr1Al1Ge1,6.7
1579,In0.005Pb0.995,7.181
1580,Sr0.58La0.42Bi1S2F1,2.13
1581,Nb2As1C1,2.0
1582,Ag0.45Ge0.55,1.5
1583,La1Ir3B2,1.65
1584,Ce1Co1In4.75Cd0.25,2.13
1585,As1Pd2,1.15
1586,Rh0.17Zr0.83,9.6
1587,Rh1Y3,0.65
1588,Ce0.97La0.03Ru2,6.17
1589,Bi3In5,4.189
1590,Pd1Tl2,1.32
1591,La0.996Gd0.004Al2,1.38
1592,Ce1Bi1S2F0.33O0.67,2.25
1593,K0.18W1O3,3.9
1594,Th3Ir4Sn13,2.6
1595,Re0.976W0.024,3.0
1596,Re0.05Rh0.04Ti0.91,2.3
1597,La1Pt1Si1,3.833333333
1598,Fe0.04Nb0.1Ti0.86,7.4
1599,Pr1Os3.6Ru0.4Sb12,1.6
1600,Ir0.125Os0.375Rh0.5,0.46
1601,Ce1Cu1.95Si2.01,0.62
1602,Nb1Rh1P1,4.25
1603,Mo0.72Pt0.28,5.6
1604,N0.93H2.79Na1Rb2C60,8.5
1605,La1.85Ce0.15Cu1O4,9.25
1606,Er0.79Ho0.21Rh4B4,8.22
1607,Re30Zr70,2.69
1608,Nb0.4Ta0.6,5.47
1609,Ir0.7Re0.3,1.7
1610,Fe0.98Co0.02Se0.3Te0.7,10.3
1611,Pb1Mo6S2Se6,4.92
1612,Pd50.745Ru0.255Sb49,1.57
1613,Pb0.696Sn0.464Ti2Se5.16,3.82
1614,Ir0.93Re0.07,0.22
1615,Ce1Bi1S2F0.45O0.55,2.295
1616,Nb2S1C0.85,4.68
1617,Th1Pd2Si2,1.1
1618,Nb2Sn1C1,3.933333333
1619,Nb0.35Hf0.65N1,6.05
1620,Au0.8In0.2,0.28
1621,La0.91Nd0.09Pt1Si1,1.73
1622,Ni17Zr83,3.0
1623,N0.99Ti1,4.38
1624,La1.71Sr0.25Ho0.04Cu1O4,9.95
1625,Na0.1Pb0.9,5.93
1626,La3Rh2Ge2,3.5
1627,Y1Rh1Sb1,2.1
1628,Sr0.15Bi2Se3,3.055
1629,La1Pt4Ge13,7.92
1630,Ca1Fe0.93Co0.07F1,9.1
1631,Al0.61Mg0.39,0.85
1632,As1Pd5,0.46
1633,U0.962Th0.038Be13,0.546
1634,Os0.333Ru0.667,0.47
1635,Mg1C1Ni2.98Ru0.02,6.51
1636,Fe1.035Te0.78Se0.22,6.0
1637,Bi0.5Cd0.125Pb0.25Sn0.125,8.2
1638,La0.9973Ce0.0027Rh3B2,0.38
1639,La0.8Y0.2Ni1C2,1.26
1640,Nb0.6V0.4,4.17
1641,Ce0.01Y0.99,1.6
1642,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2
1643,Ba1Pb0.5Hg0.25Bi0.25O3,2.93
1644,Er1Ni1.9Fe0.1B2C1,2.155
1645,La1.85Sr0.15Cu0.982Al0.018O4,9.1
1646,Pb1.14Nb3Se7.14,4.8
1647,C0.571N0.271Ta1,10.92
1648,Pr0.4La0.6Os4Sb12,1.172
1649,Dy1Rh1.6Ir2.4B4,4.3
1650,V3Ga0.5Sn0.5,5.6
1651,Ge1U7,1.4
1652,La2.574Pr0.426Tl1,3.92
1653,La1.5Nd0.4Ba0.1Cu1O4,9.95
1654,La1Pt2Si2,1.4325
1655,Nb5V50Ti45,7.4
1656,La2.96Ce0.04In1,7.01
1657,Ba1Pt3.5Au0.5Ge12,5.19
1658,Lu2Fe3Si5,5.492222222
1659,Tc0.65V0.35,4.49
1660,Ir0.85Rh0.1Te2,4.49
1661,In3Ru1,2.68
1662,Fe1Sr2Nd1Cu2O7.54,4.2
1663,U0.9545Th0.0455Be13,0.46
1664,Nb0.85V0.15,6.0
1665,Rb0.16W1O3,4.95
1666,La0.9Pr0.85Sr0.25Cu1O4,10.0
1667,U1.01Pd2Al3,1.88
1668,Ir0.22Ru0.78,0.21
1669,Pd2Y0.75Tm0.25Sn1,3.73
1670,Li1Fe0.98Ni0.02As1,10.58
1671,Nb0.6Ti0.4,9.8
1672,Cu0.064Ti1Se2,3.62
1673,Li0.34Rb1Sr2Nb3O10,6.02
1674,La1.75Sr0.25Cu0.97Ni0.03O4,4.7
1675,Y4Dy1Os4Ge10,6.9
1676,C0.9Nb1,5.0
1677,Ga25Mn4.92V70.08,10.1
1678,Ga1V1.95,5.3
1679,Pd2Hf0.5Y0.5Al1,2.9
1680,Zr25.8V51.3Nb22.9,4.34
1681,Ba0.84K0.16Fe2As2,6.42
1682,Nb0.037Ta0.963,4.51
1683,Nb2.9V0.3Au1,6.5
1684,Mo5P1.1B1.9,9.2
1685,Ir1.5O0.5Y1,2.4
1686,La1Bi1S2F0.6O0.4,9.5
1687,Sn0.84Eu0.3Mo6.35S8,10.6
1688,La1Ru4P12,6.923333333
1689,Re0.25W0.75,4.6
1690,In1V6S8,3.9
1691,Hg2Na1,1.62
1692,Ni0.1Pd0.9Te2,1.3
1693,K0.5Mo1O3,4.2
1694,Fe0.01La0.001Rh0.99,0.75
1695,B5Nb1.8V0.2,2.5
1696,Lu5Ir2.8Rh1.2Si10,5.66
1697,Ce1Ir1In4.875Cd0.125,0.194
1698,Al1,1.254033333
1699,As1Ni0.25Pd0.75,1.47
1700,La0.9941Tb0.0059Al2,1.996
1701,Ce1Pt2In7,2.1
1702,Au0.374Te0.626,1.3
1703,La0.84Tm0.16Ru3Si2,6.1
1704,Ho0.8Lu0.2Ni2B2C1,8.77
1705,Mn0.01Ti0.99,1.2
1706,Mo6Se6Cl2,6.39
1707,Ba1Pd2As2,2.0
1708,Dy1Rh0.56Ir3.44B4,1.29
1709,N5Nb4,8.5
1710,U0.92Gd0.02Pd2Al3,0.64
1711,Pb1Mo6S1Se7,7.13
1712,In0.046Sn0.954,3.655
1713,Sm1.88Ce0.12Cu1O4,3.9
1714,La1Bi1S0.8Se1.2F0.5O0.5,3.6
1715,U0.89Mo0.11,1.25
1716,K0.38W1O3,2.09
1717,Ca3Ir4Sn13,6.95
1718,V0.75Si0.025Al0.225,9.8
1719,Ba1Ag0.2Si1.8,3.2
1720,Th1Pd2Ge2,1.1
1721,Lu0.87Gd0.13Ni2B2C1,9.715
1722,Ta0.455Zr0.545,7.7
1723,Sr0.9K0.1Fe2As2,5.11
1724,Rh0.005Zr0.995,3.5
1725,C1Ta1,8.6375
1726,H0.74Nb0.8Pd0.2,4.07
1727,Mo0.816Zr0.034B2,8.14
1728,Lu4Os6Sn19,1.8
1729,La0.93Yb0.07,3.56
1730,Pr1Os0.4Ru3.6Sb12,1.04
1731,Nb0.8Ta0.2,7.62
1732,Pt1Ti3,0.58
1733,Pb1.044Sn0.116Ti2Se5.16,4.19
1734,Gd1Sm1Ni2,4.5
1735,Th0.999U0.001,0.808
1736,Tl1,1.989218182
1737,Ce1Co1In7.65Zn0.35,1.78
1738,Ge0.3Cu0.7Sr2Ca3Cu4O11.05,7.0
1739,Ce1Ni2B2C1,0.05
1740,Pd0.24Ti0.76,2.0
1741,Lu1Ni1.81Co0.38B2C1,2.9
1742,La0.25Ce0.75Ru2,3.196
1743,In1Sb1Sn1,2.5
1744,Fe1Se0.874Sb0.046,9.2
1745,La0.8Y0.2,2.7
1746,Ga4Mn0.006Mo0.994,7.14
1747,Ce1Co1In4.945Cd0.055,1.92
1748,La1Pb0.75Sn2.25,2.54
1749,Ca3Ir4Ge4,1.7
1750,Mo0.9216Zr0.0384B2,7.51
1751,B2.8Nb1,9.96
1752,Pr0.95Sr0.05Fe1As1O1,4.86
1753,Ag0.81In0.19,0.0074
1754,Dy0.2Tm0.8Ni2B2C1,9.75
1755,C0.848Ta1,2.04
1756,U1Ru2Si2,1.231538462
1757,Lu3Ru4Ge13,2.3
1758,Pb0.9Zn0.1,7.12
1759,Ce1Co1In5,2.037307692
1760,Tb5Os4Si15,3.2
1761,Ho0.95La0.05Ni2B2C1,6.62
1762,Pb3Th1,5.55
1763,Nb0.5V0.5,4.25
1764,Nb0.42Tc0.58,10.9
1765,Y1Ba2Cu2.9Ni0.1O6.56,4.3
1766,U6Co0.5Ni0.5,1.37
1767,Gd0.01La0.99,0.61
1768,Bi0.06Sn0.94,4.1
1769,Bi0.85Sb0.15,6.79
1770,Ce1In3,0.13
1771,Al0.046In0.151Sn0.803,4.38
1772,Y2Br1.25Cl0.75C2,4.15
1773,Ga3Zr1,0.69
1774,C1Mo0.85Ta0.15,8.9
1775,Au3Te5,1.62
1776,Au1Nb3,9.226363636
1777,K2Cr3As3,5.95
1778,Ba0.818Na0.182Fe2As2,6.4
1779,Hf0.87Mo0.13,2.6
1780,Zr27.1V54.1Nb18.8,4.46
1781,Nb0.222U0.778,1.98
1782,Cu4K1S3,1.4
1783,Ca1Cu0.25Si1.55,2.9
1784,Rh0.03Ti0.97,1.62
1785,Dy1Rh0.8Ir3.2B4,1.17
1786,Nb0.5Ti0.3V0.2,7.8
1787,La1Bi1Se2F0.5O0.5,3.296
1788,Na0.05Ta1S2,4.0
1789,Y5Ir4Si10,2.906666667
1790,Pb0.28Sn0.72,7.05
1791,Ho1.2Mo6S8,1.7
1792,Ba1Fe1.856Ni0.144As2,6.185
1793,Li0.46Rb1Ca2Nb3O10,3.525
1794,Er0.005La0.995,5.94
1795,Y1Ni1.94Fe0.06B2C1,10.2
1796,Sn0.965Te1,0.168
1797,Nb0.38Re0.62,2.44
1798,Mg1C1Ni2.985Fe0.015,5.96
1799,In0.96Pb0.04,3.68
1800,La0.92Gd0.08Sn3,4.28
1801,Ho1Ni1.98Co0.04B2C1,3.7
1802,Zr1P1.5Se0.5,5.76
1803,Pb0.985Tl0.015Te1,1.4
1804,Sb1Sn1,1.43
1805,Na2Rb0.25Cs0.75C60,9.4
1806,Fe1Te0.8Se0.2,10.5
1807,Al1Ge2,1.75
1808,Ni0.02Ta1S2,3.325
1809,Nd0.8Sm0.2Bi1S2F0.5O0.5,5.11
1810,Pd2Y0.9Ho0.1Sn1,4.06
1811,Al0.9Li0.1,1.29
1812,W1F0.41O2.59,0.42
1813,Ho0.75Lu0.25Ni2B2C1,8.81
1814,La3Ir2Ge2,4.7
1815,In3Sn97,3.628
1816,Pd50.8725Fe0.1275Sb49,1.03
1817,Pr2Ba4Cu7O14.5,10.0
1818,Cd0.1Tl0.9,3.5
1819,Nb0.84S0.16,5.6
1820,La0.99Nd0.01Pt1Si1,3.71
1821,Ni0.05Zr1Te3,3.1
1822,Zr0.13Hf0.87V2,9.76
1823,Dy5Os4Si15,3.5
1824,Nd1.85Ce0.15Cu1O4.037,9.1
1825,La1Bi1S1.6Se0.4F0.5O0.5,2.5
1826,Ir0.64Re0.16Rh0.2,0.55
1827,Sr1Sn3Sb4,3.9
1828,N0.6Ti1,1.17
1829,La0.6Hf0.4Bi1S2O1,1.74
1830,Ce1Pt3Si1,0.669222222
1831,Fe1Se0.6S0.4,3.73
1832,La0.9Y0.1Fe1As1F0.1O0.9,7.0
1833,Gd1.2Mo6Se8,5.6
1834,Bi10.1In0.9,5.05
1835,Ce1Pt0.1Ru1.9,4.08
1836,Bi2Y3,2.25
1837,Ca2Nb1O4,8.9
1838,Cu0.81Sb0.19,0.07
1839,Nb5Si2.2B0.8,6.6
1840,La0.76Ce0.24Ru2,1.468
1841,Dy0.9Tb0.1Ni2B2C1,4.7
1842,Rh0.91Ti0.04Y0.05,1.4
1843,Mo0.5Re0.395,10.6
1844,Re0.6V0.4,2.2
1845,La1Fe1P1F0.08O0.92,7.8
1846,Cu1.2Co1.8S4,2.0
1847,U0.9822Th0.0178Be13,0.519
1848,Ca1Pt3P1,6.6
1849,La3Rh2Sn13,3.0
1850,Hg1Mg3,0.16
1851,La1Pt3P1,1.5
1852,Mo0.02Nb0.98,8.41
1853,Pb0.982Tl0.01In0.008Te1,0.818
1854,Ba0.6K0.4Bi0.6Pb0.4O3,9.2
1855,Al1Au4,0.55
1856,Ba1Fe1.946Mo0.056As2,4.9
1857,Y1Pd2Si2,0.785
1858,Re0.075Ta0.925,2.08
1859,La1Fe0.96Ni0.04As1O1,6.5
1860,Ho0.01La0.99,5.18
1861,Nb0.65Pd0.35,1.84
1862,K0.5Nb1S2,1.7
1863,Pb1.2Mo6Se8,4.32
1864,Ga4Mo1,8.593333333
1865,Mg1C1Ni3,6.91125
1866,Pd0.015Ru0.985,0.4
1867,U0.974Th0.026Be13,0.58
1868,Si0.2V0.8,7.51
1869,La1Pt1Ge1,3.4
1870,Lu0.9Er0.1Ru1B2,8.77
1871,La1.85Sr0.15Cu0.976Co0.024O4,4.4
1872,K1Os2O6,9.60375
1873,La1Ni1Bi1O1,5.5
1874,La1Ru2.85Co0.15Si2,6.45
1875,La0.5Nd0.5Pt2.1B2.4C1.2,6.36
1876,Sm1.85Th0.15Cu1O3.98,1.8
1877,Ru0.47V0.53,4.53
1878,Ag1Tl1,2.67
1879,Hg0.44Re1O3,7.7
1880,Ti0.576V0.384Ru0.04,5.57
1881,V2.865Fe0.135Ga1,10.1
1882,La1.7Sr0.3Cu1O3.997,10.2
1883,H0.965Pd1,6.45
1884,Pb1Tl0.12,6.88
1885,Sn0.756Ge0.084In0.16Te1,2.32
1886,La1.65Nd0.2Ca1.15Cu2O5.99,5.0
1887,Mg1C1Ni2.99Ru0.01,6.715
1888,Ir0.96Pd0.04,0.069
1889,Y0.6La0.4B6,4.4
1890,Al1Th2,0.045
1891,La1.78Sr0.22Cu0.97Zn0.03O4,3.3
1892,Cd0.6Mg0.4,0.016
1893,Nb1Se0.25Te0.75,4.4
1894,Sr0.4Ca13.6Cu24O41.84,10.0
1895,La0.5Th0.5Ni2B2C1,3.9
1896,Fe0.33Ni0.67Zr2,2.13
1897,Mo6Te5I3,2.4
1898,Ir0.56Re0.14Rh0.3,0.25
1899,Mo0.75Re0.25,10.0
1900,Sc4Ir6Sn19,1.25
1901,Ce1Co0.9Ru0.1In5,2.25
1902,Mo0.006U0.944,1.2
1903,Cd0.04Cu0.96S2,1.3
1904,La2Ir3Si5,1.99
1905,Ta0.75V0.25,2.65
1906,Pr1Fe0.95Co0.05As1O1,6.14
1907,Bi1Nb3,2.516666667
1908,Lu5Ir3.4Rh0.6Si10,5.7
1909,Hf0.2Zr0.8V2,8.85
1910,Ba1Rh2,6.0
1911,Ho0.0105La0.9895,5.2
1912,Ru0.58W0.42,5.2
1913,Np1Pd5Al2,4.95
1914,Nb0.9Ta0.1,8.4
1915,Cr0.6Ir0.4,0.4
1916,Y0.6Tb0.4Ni2B2C1,2.346666667
1917,Al0.0563Au0.92In0.0237,0.0609
1918,Mo0.5Pd0.5,3.52
1919,C0.5W0.5,10.0
1920,Sr1Pt1.8Pd1.2P1,4.82
1921,U1Rh1Ge1,0.244
1922,Hf1Tc2,5.6
1923,Na0.33Ta1S2,4.7
1924,Yb3Co4.3Sn12.7,3.4
1925,Nb0.9Mg0.1B2,4.5
1926,Pb1,6.4701
1927,Ba1Fe1.924Co0.076As2,9.505
1928,C1Mo0.83Ti0.17,10.2
1929,Fe1.13Se0.1Te0.85,5.25
1930,Ta0.8W0.2,1.04
1931,Ba0.35K0.65Bi1O3,1.88
1932,Hg0.15Pb0.85,6.75
1933,Th0.9995U0.05,1.014
1934,Rb2Cr3As3,4.8
1935,Au0.95Sn0.05,0.047
1936,In0.075Sn0.925,3.766
1937,La98Lu1.7Tb0.3,3.959
1938,Sr1Ga0.75Si1.25,3.67
1939,Pr1Os0.6Ru3.4Sb12,0.955
1940,Ce1Bi3.7Pb0.3Te6,2.9
1941,Pb0.95Sb0.05,7.83
1942,As2Cd1Ge1,3.02
1943,Ta5Ge1B2,3.8
1944,Ba1Pd0.3Si1.7,2.9
1945,Hf5Re24,4.3
1946,Ir0.71Ru0.29,0.18
1947,Sm0.7Pr0.3Ba2Cu3O6.75,6.6
1948,La0.99Y0.01,5.5
1949,Zr0.87Ge0.13,2.94
1950,Th1Ir0.8Os1.2,3.22
1951,Ni2Zr0.5Nb0.5Ga1,2.0
1952,Nd1Pt4Ge12,0.7
1953,Pd0.18Ti0.82,4.73
1954,Pd1Sb2,1.25
1955,Mo0.913Ti0.087,2.95
1956,Nb5Si2.8B0.2,5.9
1957,Ba8Si31Ge15,3.91
1958,C1Hf0.25Mo0.75,6.6
1959,K0.85Bi1.15O3,7.4
1960,Au0.2B5Mo1.8,4.5
1961,Th0.95Zr0.05,0.69
1962,La1Ir1P1,5.3
1963,Pd50.745Mo0.255Sb49,1.67
1964,Os0.01Zr0.99,1.52
1965,Bi0.5Pb0.25Sn0.26,8.5
1966,Cu0.75Cr0.25Sr2Y1.3Ce0.7Cu2O8.87,8.0
1967,La0.93Pr0.07Tl3,0.8
1968,Sm1Fe0.92Ni0.08As1O1,6.0
1969,S8V6,0.76
1970,Hf0.875Re0.125,1.7
1971,La1.85Sr0.15Cu0.979Co0.021O4,3.0
1972,Y1Rh1.1Sn3.1,1.3
1973,Pb0.2Yb0.8Mo6Se8,6.7
1974,Ge1Nb2,1.9
1975,Pr0.6Nd0.4Os4Sb12,0.89
1976,La0.95Y0.05F0.5Bi1S2O0.5,2.5
1977,V2.928Re0.072Ga1,10.8
1978,Bi1.08Ta1S3.08,0.76
1979,V0.81Cr0.09Al0.1,1.46
1980,Ta0.685Ti0.315,8.28
1981,Lu1Ni1B1.1C0.9,2.4
1982,Zr2Co0.7Cu0.3,4.39
1983,Ir0.55Os0.15Rh0.3,0.095
1984,Bi4S2.91Se0.09O4,3.7
1985,Mo0.6Re0.395,10.6
1986,Ba1Ga1Si1,4.05
1987,Zr0.984Lu0.016B12,5.65
1988,Cd1.3Mo6Se7.5,2.5
1989,Sn0.02V0.98,2.87
1990,C1Mo2,6.021666667
1991,Li0.4Mo1S2,3.7
1992,Ce1Ir0.3Co0.7In5,2.0
1993,Hf0.14Re0.86,5.83
1994,Si3W5,2.7
1995,Ir0.99Pt0.01Te2,2.05
1996,C1Mo0.5Ta0.5,7.7
1997,Ba1Sn3,4.3
1998,Bi2Sr1.4La0.6Cu1O6.42,5.0
1999,Pt0.73W0.27,0.213
2000,Pb0.352Sn0.528In0.12Te1,3.6
2001,Pb0.987Tl0.0125Na0.005Te1,1.87
2002,Lu0.9Tm0.1Ru1B2,8.72
2003,Nb2Pd1S3.75Se1.25,2.23
2004,La1Rh1P1,2.5
2005,In0.87Te1,1.55
2006,Lu0.6Er0.4Ru1B2,6.295
2007,Be22Mo1,2.5275
2008,Nb0.62Pt0.38,2.31
2009,Fe0.1Zr0.9,1.0
2010,Rh0.91Ti0.4V0.05,2.9
2011,Nd1Bi1S2F0.4O0.6,5.25
2012,Nb82Si18,4.4
2013,Sr0.7Ca0.3Ti1O3,0.525
2014,Cu0.05Zr1Te3,3.8
2015,Ba1Pt3Au1Ge12,7.0
2016,Ho0.9Lu0.1Ni2B2C1,8.77
2017,Ir3Lu7,0.78
2018,Sn0.8549Pb0.0951In0.05Te1,2.06
2019,Rb0.19W1O3.001,5.02
